"OTU","OTU_prop","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU415","OTU415_1","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulforegulaceae","Desulforegula","unclassified"
"OTU175","OTU175_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","putida"
"OTU416","OTU416_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","unclassified"
"OTU417","OTU417_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea","unclassified"
"OTU486","OTU486_1","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Trichlorobacter","unclassified"
"OTU341","OTU341_1","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","echinoides"
"OTU418","OTU418_1","Bacteria","Thermotogota","Thermotogae","Kosmotogales","Kosmotogaceae","Mesotoga","unclassified"
"OTU419","OTU419_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","unclassified"
"OTU420","OTU420_1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alishewanella","jeotgali"
"OTU421","OTU421_1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","unclassified"
"OTU422","OTU422_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","unclassified"
"OTU423","OTU423_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","unclassified"
"OTU424","OTU424_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","unclassified"
"OTU425","OTU425_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum","unclassified"
"OTU485","OTU485_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Propionivibrio","unclassified"
"OTU426","OTU426_1","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter","nicotianae"
"OTU427","OTU427_1","Bacteria","Thermotogota","Thermotogae","Kosmotogales","Kosmotogaceae","Mesotoga","infera"
"OTU428","OTU428_1","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1","saccharoperbutylacetonicum"
"OTU430","OTU430_1","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","unclassified"
"OTU431","OTU431_1","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","unclassified","unclassified"
"OTU432","OTU432_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum","deleyianum"
"OTU433","OTU433_1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","cholerae"
"OTU434","OTU434_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","unclassified"
"OTU435","OTU435_1","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a","unclassified"
"OTU436","OTU436_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium","unclassified"
"OTU437","OTU437_1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Stappia","unclassified"
"OTU438","OTU438_1","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","tardaugens"
"OTU439","OTU439_1","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermatophilaceae","unclassified","unclassified"
"OTU440","OTU440_1","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfococcaceae","Desulfococcus","unclassified"
"OTU441","OTU441_1","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","muciniphila"
"OTU442","OTU442_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas","unclassified"
"OTU093","OTU093_02","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","lutetiensis"
"OTU443","OTU443_1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","quasipneumoniae"
"OTU444","OTU444_1","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","desulfuricans"
"OTU445","OTU445_1","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","unclassified","unclassified"
"OTU446","OTU446_1","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","vulgaris"
"OTU447","OTU447_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","suis"
"OTU448","OTU448_1","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","unclassified"
"OTU449","OTU449_1","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","unclassified","unclassified"
"OTU450","OTU450_1","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","unclassified"
"OTU451","OTU451_1","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","unclassified","unclassified","unclassified"
"OTU452","OTU452_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","unclassified","unclassified","unclassified"
"OTU453","OTU453_1","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Hypnocyclicus","unclassified"
"OTU454","OTU454_1","Bacteria","Cloacimonadota","Cloacimonadia","Cloacimonadales","Cloacimonadaceae","Candidatus Cloacimonas","unclassified"
"OTU455","OTU455_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","unclassified"
"OTU456","OTU456_1","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","unclassified","unclassified"
"OTU457","OTU457_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","migulae"
"OTU458","OTU458_1","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","unclassified"
"OTU459","OTU459_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","synxantha"
"OTU460","OTU460_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax","unclassified"
"OTU461","OTU461_1","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","unclassified","unclassified"
"OTU462","OTU462_1","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a","unclassified"
"OTU463","OTU463_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","unclassified"
"OTU465","OTU465_1","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","unclassified","unclassified","unclassified"
"OTU466","OTU466_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","T34","unclassified","unclassified"
"OTU388","OTU388_1","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","unclassified","unclassified"
"OTU467","OTU467_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum","cavolei"
"OTU468","OTU468_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Propionivibrio","unclassified"
"OTU674","OTU674_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","unclassified"
"OTU158","OTU158_1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","unclassified"
"OTU469","OTU469_1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","unclassified"
"OTU470","OTU470_1","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Hypnocyclicus","unclassified"
"OTU471","OTU471_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","johnsonii"
"OTU472","OTU472_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfuricurvum","unclassified"
"OTU555","OTU555_1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Rahnella1","unclassified"
"OTU473","OTU473_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera","unclassified"
"OTU474","OTU474_1","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Mitsuokella","unclassified"
"OTU475","OTU475_1","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Hypnocyclicus","unclassified"
"OTU476","OTU476_1","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","SN8","unclassified"
"OTU477","OTU477_1","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium","unclassified"
"OTU478","OTU478_1","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","unclassified","unclassified","unclassified"
"OTU479","OTU479_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chitinibacteraceae","Formivibrio","unclassified"
"OTU481","OTU481_1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"OTU482","OTU482_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax","unclassified"
"OTU483","OTU483_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Alicycliphilus","unclassified"
"OTU484","OTU484_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","koreensis"
"OTU487","OTU487_1","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","unclassified","unclassified","unclassified"
"OTU488","OTU488_1","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Catenibacterium","unclassified"
"OTU489","OTU489_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium","unclassified"
"OTU490","OTU490_1","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","unclassified","unclassified"
"OTU491","OTU491_1","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","unclassified","unclassified"
"OTU492","OTU492_1","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","unclassified","unclassified"
"OTU494","OTU494_1","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium","unclassified"
"OTU495","OTU495_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","unclassified","unclassified","unclassified"
"OTU496","OTU496_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","delbrueckii"
"OTU497","OTU497_1","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister","unclassified"
"OTU498","OTU498_1","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a","unclassified"
"OTU499","OTU499_1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Tolumonas","unclassified"
"OTU500","OTU500_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","unclassified"
"OTU501","OTU501_1","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","oxydans"
"OTU033","OTU033_0089","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","hydrophila"
"OTU249","OTU249_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter","brevis"
"OTU502","OTU502_1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alishewanella","unclassified"
"OTU503","OTU503_1","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","aurantiaca"
"OTU504","OTU504_1","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","mexicana"
"OTU505","OTU505_1","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group","unclassified"
"OTU506","OTU506_1","Bacteria","Caldisericota","Caldisericia","Caldisericales","WCHB1-02","unclassified","unclassified"
"OTU507","OTU507_1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Pleomorphomonadaceae","Pleomorphomonas","oryzae"
"OTU508","OTU508_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","T34","unclassified","unclassified"
"OTU509","OTU509_1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","dorei"
"OTU510","OTU510_1","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","unclassified","unclassified","unclassified"
"OTU511","OTU511_1","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Mitsuokella","unclassified"
"OTU512","OTU512_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Conchiformibius","unclassified"
"OTU132","OTU132_2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","unclassified"
"OTU514","OTU514_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","unclassified"
"OTU515","OTU515_1","Bacteria","Firmicutes","Incertae Sedis","DTU014","unclassified","unclassified","unclassified"
"OTU516","OTU516_1","Bacteria","Elusimicrobiota","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","Elusimicrobium","unclassified"
"OTU513","OTU513_1","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","unclassified","unclassified","unclassified"
"OTU517","OTU517_1","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","longum"
"OTU518","OTU518_1","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8","unclassified","unclassified"
"OTU519","OTU519_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans","unclassified"
"OTU520","OTU520_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Candidatus Accumulibacter","unclassified"
"OTU521","OTU521_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","unclassified"
"OTU522","OTU522_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechlorobacter","unclassified"
"OTU523","OTU523_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","parasuis"
"OTU524","OTU524_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","garvieae"
"OTU525","OTU525_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","unclassified"
"OTU526","OTU526_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","unclassified"
"OTU527","OTU527_1","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfomicrobiaceae","Desulfomicrobium","unclassified"
"OTU528","OTU528_1","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus Omnitrophus","unclassified"
"OTU529","OTU529_1","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","ST-12K33","unclassified","unclassified"
"OTU530","OTU530_1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Williamwhitmaniaceae","Acetobacteroides","unclassified"
"OTU531","OTU531_1","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","unclassified"
